title,episodes,rating,rank,popularity,start_date,end_date,year,synopsis,media_type,source,genres,studios
Afro Samurai: Resurrection,1,7.35,2873.0,2167,2009-01-25,2009-01-25,2009.0,"After obtaining the Number One headband, which proclaims him to be the best of all warriors, Afro spends most of his days in peace, though his nightmare-filled nights are not so tranquil. His life crescendos into chaos once again when Jinno and Sio, his former friends from long ago, take the headband from him, as well as the remains of his father. Challenged by Sio to don the Number Two headband again and exact revenge on them for their actions, Afro embarks on another journey as the wearer of said headband—an item for which anyone would kill him.

Afro Samurai: Resurrection follows Afro as he fights a second series of battles against all manner of foes, wading through the sea of corpses in his wake so that he may once again quench his never-ending thirst for revenge.

[Written by MAL Rewrite]",movie,original,"Action, Adventure, Gore, Samurai",Gonzo
Shin Mazinger Shougeki! Z-hen,26,7.69,1474.0,5786,2009-04-04,2009-09-26,2009.0,"Set in the near future, humanity enters another energy revolution following the discovery of Photon Power. Derived from the ore discovered under the foothills of Mt. Fuji, its intended use was to solve the world's energy problems with its unimaginable power. Seeking this energy is Dr. Hell, a madman craving world domination who with his subordinates Baron Ashura, Count Brocken and Viscount Pygman, commands an army of mechanical beasts excavated from the ruins of ancient Greece to seize the Photon Power Lab for himself. Meeting the attack head on is the hot-blooded teenager Kabuto Kouji, who pilots the Photon Powered robot built by his grandfather, Mazinger Z. But in this battle between Dr. Hell and the Kabuto family, many legends surrounding the Mycenaean Civilization and Bardos Island, as well as the secrets of Mazinger Z remain shrouded in mystery.

A new series based on the mecha show that started it all, Mazinger Z. Shin Mazinger Shougeki! Z-Hen starts over from the beginning with a new cast, to tell a new story unrelated to the original show.

(Source: shin-mazinger.com)",tv,manga,"Drama, Mecha, Shounen, Super Power","Bee Media, Code"
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,12,8.08,615.0,1100,2020-04-05,2020-06-21,2020.0,"When Myne learns that the Holy Church is in need of mana for their relics, she sees it as her chance to be cured of her life-threatening mana disorder. After seeing their bountiful library, she throws herself headfirst into the Church's grasp and begs to join their order. In exchange for her service and her unusually bountiful supply of mana, Myne is given the blue robes of a noble-born apprentice priestess, despite being a commoner. To Myne, all this talk of mana and nobility is trivial, as she now has access to an unlimited supply of books!

As Myne transitions into the next phase of her life in this new world, she soon learns that achieving her dream has come at a heavy cost. Noble society is severe, unforgiving, and fueled by politics and neglect. She must now deal with the class conflict between the noble-born blue robes and the common-born grey robes, the High Priest's attempts to oust her, and constant behavioral issues from her new retainers. With the help of her family, friends, and the enigmatic Head Priest whose loyalties and motives remain unknown, Myne seeks to overcome these obstacles and continue on the path to becoming her ideal self—the ultimate librarian!

[Written by MAL Rewrite]",tv,light_novel,"Fantasy, Isekai, Reincarnation",Ajia-do
Promare: Lio-hen,1,7.01,4930.0,4519,2019-05-24,2019-05-24,2019.0,A direct continuation of Side:Galo set a day before the film.,ona,original,"Mecha, Sci-Fi, Super Power",Trigger
Tales of Phantasia The Animation,4,6.79,6217.0,5064,2004-11-25,2006-02-24,2004.0,"Tragedy strikes the lives of Cless Alvein, a young swordsman, and Chester Barklight, a young archer, as they return to their village of Totus to find it razed to the ground by the mysterious Black Knight. To take over the world, the Black Knight seeks to claim the power of the Demon King, Dhaos—sealed away by the ancestors of Cless and a young cleric named Mint Adnade. Dhaos' reawakening signals not only the end of the Black Knight, but potentially the world. Cless and Mint must now journey a century into the past to rally allies capable of vanquishing the Demon King once and for all.

Tales of Phantasia The Animation follows Cless and Mint's journey through time to long ago, where they forge an alliance with the half-elf sorceress Arche Klaine and the summoner Klarth F. Lester. Together, they strive to defeat Dhaos and his army in saving the past as well as the years to come.",ova,game,"Adventure, Fantasy, Time Travel",Actas
ACCA: 13-ku Kansatsu-ka Specials,6,6.8,6106.0,6889,2017-04-21,2017-08-29,2017.0,"The Kingdom of Dowa is free at last of political tensions and coup d'état rumors. Jean and Lotta Otus spend their days together with their best friend Niino, enjoying carefree conversations accompanied by alcohol and cigarettes. Although they look out for any potential threat to Dowa, even the administrative leaders of ACCA seem to relax in the long-awaited warmth of peace.

[Written by MAL Rewrite]",special,manga,"Seinen, Slice of Life",Madhouse
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,1,8.02,726.0,1025,2016-10-27,2016-10-27,2016.0,"After accepting a weekend invitation, Hachiman Hikigaya accompanies Isshiki Iroha around the Chiba Prefecture to brainstorm ideas suitable for an ideal date with Hayato Hayama. As the duo wanders from place to place without a plan, they seemingly enjoy each other's company. Yet, through these straightforward and sincere interactions, the meaning behind what it means to be genuine continues to intrigue Hachiman and his outlook for the future of the Volunteer Service Club and its members.

[Written by MAL Rewrite]",ova,light_novel,"Comedy, Love Polygon, Romance, School",feel.
Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,1,7.56,1922.0,4015,2005-10-19,2005-10-19,2005.0,"Waking up from a nap, Kino is relieved to see that a certain tower from afar is still proudly standing. Located in the heart of the Tower Country, the immensely tall tower stretches high into the sky, reaching seemingly infinite heights. The tower looks like something out of a dream, but the breathtaking construction is unmistakably real. Intrigued, the traveling partners Kino and Hermes—the talking motorcycle—journey to the tower to get a closer look at the building.

Despite already being unbelievably tall, the tower is still being built by the townspeople to this day. Puzzled by the origins of the tower, Kino and Hermes ask around the town for information, but they fail to obtain any definitive answer. They continue to observe both the tower and the townspeople during their stay, hoping to understand the reasoning behind building a tower that requires so much effort. After all, there is always something to learn—even from the strangest of countries.

[Written by MAL Rewrite]",special,light_novel,"Adventure, Drama, Fantasy, Psychological",A.C.G.T.
Final Fantasy VII: Advent Children Complete,1,7.89,943.0,1894,2009-04-16,2009-04-16,2009.0,"Two years after saving the world from a cataclysmic event, the members of the activist organization Avalanche have gone their separate ways. Tifa Lockhart opens a new bar, and her childhood friend Cloud Strife starts up a motorcycle-based courier service. Although most of their former allies have fallen out of touch, Cloud and Tifa live in fragile peace with their two young wards Marlene and Denzel.

Their life together begins to crumble as a contagious plague and overwhelming grief pull Cloud away from his newfound family. While distancing himself through his work, Cloud is attacked by three silver-haired figures in black uniforms who bear a passing resemblance to his bitter rival, Sephiroth. As the antagonistic trio stalks Cloud and brings harm to his loved ones, the former mercenary struggles against his own demons while fighting to protect his family and prevent the will of Sephiroth from returning to the planet.

[Written by MAL Rewrite]",ova,game,"Action, Fantasy",Square Enix Visual Works
Fullmetal Alchemist: Premium Collection,3,7.29,3232.0,2877,2006-03-29,2006-03-29,2006.0,"1. State Alchemists vs Seven Homunculi
A 10 minute film featuring: Ed, Al, Mustang and many other members of the State doing battle with the deadly Homonculi in an alternate reality Amestris.

2. Chibi Party (Enkai-hen)
Short 6 minute Skit drawn in Super Deformed style where every character in the series (including bad guys) are celebrating an ""After Party"" of the Conqueror of Shambala movie.

3. Kids (Kodomo-hen)
Short 3 minute story which features Edward and his grandkids in present day 2005.

(Source: ANN)",ova,manga,"Comedy, Fantasy, Shounen",Bones
Granblue Fantasy The Animation,13,6.63,7218.0,1297,2017-04-02,2017-06-25,2017.0,"This is a world of the skies, where many islands drift in the sky. A boy named Gran and a talking winged lizard named Vyrn lived in Zinkenstill, an island which yields mysteries. One day, they come across a girl named Lyria. Lyria had escaped from the Erste Empire, a military government that is trying to rule over this world using powerful military prowess. In order to escape from the Empire, Gran and Lyria head out into the vast skies, holding the letter Gran's father left behind—which said, ""I will be waiting at Estalucia, Island of Stars.""

(Source: Aniplex of America)",tv,game,"Action, Adventure, Fantasy",A-1 Pictures
Lupin III: Napoleon no Jisho wo Ubae,1,6.72,6638.0,7886,1991-08-09,1991-08-09,1991.0,"Lupin has a lively time of it this time in a classic car race from Madrid to Paris. The race prize is Napoleon's dictionary, which contains the key to the Treasure of the Empire, something that just about everybody seems to be after. Lupin and his buddies take off after the prize, pursued not only by the perennial Inspector, but also by an army of secret agents from around the world. Classic cars and state-of-the-art weapons heighten the speed and thrills of this adventure.

(Source: AniDB)",tv_special,manga,"Action, Adult Cast, Adventure, Comedy, Mystery, Seinen","Tokyo Movie Shinsha, TMS Entertainment"
Koi to Senkyo to Chocolate,12,6.96,5170.0,1055,2012-07-06,2012-09-28,2012.0,"Yuuki Oojima is a member of his high school's Food Research Club, whose main activity is eating snacks bought with funds allocated to them by the school. However, this peaceful and wasteful lifestyle is under threat as the upcoming student election draws near. Satsuki Shinonome, a major candidate and the head of the department of financial affairs, campaigns on a platform that includes disbanding meritless clubs such as the Food Research Club and redirecting their budgets to proper ones.

Understandably, the Food Research Club is in an uproar over this development, with president Chisato Sumiyoshi vowing to preserve it. But what can they even do to stop the highly competent and popular Satsuki from getting elected?

[Written by MAL Rewrite]",tv,visual_novel,"Drama, Harem, Romance, School",AIC Build
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,2,7.97,804.0,2556,2001-12-19,2002-03-20,2001.0,"Kaoru goes to the harbor every day to see if Kenshin has returned. After a while, she starts looking back at her life with Kenshin and all the things that have happened.

(Source: ANN)",ova,manga,"Drama, Historical, Romance, Samurai, Shounen",Studio Deen
Kien Romance,1,6.86,,15670,2023-04-21,2023-04-21,2023.0,Music video for the song Kien Romance by Akari Nanawo. The song was used as the opening theme of the anime Edomae Elf.,music,original,Music,Unknown
Knockin' Fantasy,1,6.06,,19637,2020-07-14,2020-07-14,2020.0,"A music video for one of Ensemble Star's units, Switch, of their song Knockin' Fantasy.",music,game,"Idols (Male), Music",Happy Elements
Final Fantasy VII: Last Order,1,7.29,3231.0,3005,2005-09-14,2005-09-14,2005.0,"With reports of monsters terrorizing the reactor at Mount Nibel, the Shinra Electric Power Company dispatches their elite fighting force SOLDIER to investigate. Accompanied by fellow SOLDIER First Class Zack Fair and a small contingent of company guards, the war hero Sephiroth is to assess the condition of the Mako reactor at the behest of the company. In Nibelheim, the village that the reactor powers, Sephiroth discovers the source of the monsters and the origins of Shinra's legendary Jenova Project.

Running through the woods months later, Zack is no longer the hero he once dreamt of becoming. He flees from the General Affairs Department of the Shinra Electric Power Company, better known as the Turks, who desperately seek to bury the evidence living within the two.

[Written by MAL Rewrite]",special,game,"Action, Adventure, Drama, Fantasy, Sci-Fi",Madhouse
Crocotires Traction AAA,1,5.27,13824.0,16724,1999,1999,1999.0,"A huge garbage dump where old tires are piled up place turns into a different world late at night when no one's around. The old tires come to life, transforming their appearances and immersing themselves in boxing.

(Source: Official Youtube channel)",movie,original,Sports,Polygon Pictures
Persona 5 the Animation: The Day Breakers,1,7.06,4665.0,3242,2016-09-03,2016-09-03,2016.0,"There is a new urban legend circulating Tokyo. It claims that if you make a request in the Ask-a-Thief Channel, the Phantom Thieves of Hearts will show up and bring justice by stealing a corrupt person's heart and making them regret all their wrongdoings. As strange and inexplicable events continue to happen all around town, more people submit their requests in hope that the mysterious vigilante group will help.

Kazuya Makigami is a burglar by night, but has started to have second thoughts about his crimes and those who help him commit them. Unable to stand up to his comrades himself, Kazuya submits a request to the Ask-a-Thief Channel.

[Written by MAL Rewrite]",tv_special,game,"Action, Super Power",A-1 Pictures
Hametsu no Mars,1,2.24,14967.0,2959,2005-07-06,2005-07-06,2005.0,"Several months after a probe returning from Mars burns up during reentry, strange creatures dubbed ""Ancients"" begin to appear throughout Tokyo. Aggressive and dangerous, they cannot be killed with ordinary weapons. As scientists struggle to find the cause of their sudden appearance, the monsters wreak havoc across the world.

Humanity finds hope in the form of the MARS suit—a new weapon developed to take down these enemies. The suit, however, can only be worn by those with specific DNA. Enter Takeru Hinata, an ordinary teen with a troubled past and one of the few capable of piloting the only weapon against the Ancients. With the help of the AAST, a special police force established to defeat the dangerous creatures, the young man battles against demons both personal and global whilst trying to discover the true nature of Earth's new aggressors.

[Written by MAL Rewrite]",ova,visual_novel,"Action, Gore, Horror, Military, Sci-Fi",WAO World
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,26,7.13,4235.0,5373,2004-09-10,2006-09-27,2004.0,Tachikomatic Days is a series of comedic shorts attached to the end of every episode of Ghost in the Shell: Stand Alone Complex 2nd GIG. The shorts feature the antics of the Tachikoma think tanks of Section 9 and usually involve plot points. The average short time is a little over a minute.,special,manga,Comedy,Production I.G
3D Onara Gorou ga Dance Dance Dance!!,1,3.41,,10575,2016-04-21,2016-04-21,2016.0,Onara Gorou is now in 3D with a little dance and music number.,music,original,"Comedy, Music",ILCA
Ragnarök The Animation,26,6.45,8347.0,3485,2004-04-07,2004-09-29,2004.0,"A great evil is sweeping over the realm; an evil that the young swordsman Roan and his life-long companion, the acolyte Yufa, must face head on! For these two travel toward their destiny, from the highest towers to the depths of the underworld, through forest and desert alike. With an ever-growing cast of fellow heroes, fate will grasp these travelers by their very souls and propel the band of skilled adventurers towards a noble end. Or ignoble, if they don't watch their step!

Monsters are afoot and the way rife with danger and magic, the path forward may be unclear... But where will is strong, there is a way! Lessons wait in the depths of darkness, and good must prevail. The journey starts now!

(Source: FUNimation Entertainment)",tv,game,"Action, Fantasy",G&G Entertainment
Ginga Tetsudou no Yoru,1,7.39,2686.0,4626,1985-07-13,1985-07-13,1985.0,"Giovanni is a young boy who lives on the outskirts of a small rustic village. His mother is bedridden and his father has not returned home since leaving to work on a fishing boat. An outcast at school, Giovanni has only one friend: Campanella, the mayor's son. During the town's Festival of Stars, Giovanni starts to daydream atop a hill and looks up to find a steam engine train floating in the air. He boards the train only to find his friend Campanella already there. And so, the two begin their journey through the stars where they come across unusual people and visit many beautiful and haunting places.

[Written by MAL Rewrite]",movie,novel,"Anthropomorphic, Award Winning, Drama, Fantasy, Kids, Mystery, Psychological",Group TAC
Heroman Specials,3,6.33,9057.0,10833,2010-09-22,2011-03-16,2010.0,"Heroman specials released in DVD/BD volumes 2, 5 and 8.",special,original,"Mecha, Sci-Fi, Super Power",Bones
Manie-Manie: Meikyuu Monogatari,3,7.09,4495.0,4105,1987-09-25,1987-09-25,1987.0,"Manie-Manie: Meikyuu Monogatari is an anthology film composed of three short films by acclaimed directors Rintaro, Yoshiaki Kawajiri, and Katsuhiro Otomo.

Labyrinth Labyrinthos
While Sachi is searching for her cat, Cicerone, they both fall through a mirror and become trapped in a mysterious, mind-bending labyrinth. They follow a clown's shadow into the distance, not knowing where it will lead them.

Running Man
Bob Stone is a reporter working on an article about racer Zack Hugh, the ten-year reigning champion of an extremely popular and deadly automobile race. By the time the two meet, Zack's body and mind are shells of what they used to be. When the next race starts, Bob observes what happens when both man and machine are pushed to their breaking point, and what it takes to be an enduring champion.

The Order to Stop Construction
Salaryman Tsutomo Sugioka is dispatched into the heart of a dangerous jungle in order to halt a construction project after the foreman's mysterious disappearance. There, he discovers the deadly and uncontrollable world created by the automated construction robots. When the chief robot is resistant to his orders, Tsutomo must figure out another way to stop the project before his company's financial losses become too great.

[Written by MAL Rewrite]",movie,novel,"Adventure, Horror, Sci-Fi, Supernatural","Madhouse, Project Team Argos"
Kando≠Reduction,1,6.06,,19429,2012-10-18,2012-10-18,2012.0,"A music video for Aki Akane's song ""Kando≠Reduction""",music,original,Music,Unknown
Bloody Date,1,4.26,14830.0,9875,2006-11-29,2006-11-29,2006.0,"While enjoying their first date, a young couple experiences a nasty surprise when they're interrupted by an axe-wielding murderer! The girl manages to escape and finds refuge in a strange family's house, where she urges the people inside to call the police. However, she is knocked out and awakens inside a nightmarish room. Her real struggle for survival is only just beginning!

[Written by MAL Rewrite]",ona,original,Horror,Unknown
Shoujo Kakumei Utena,39,8.25,384.0,1137,1997-04-02,1997-12-24,1997.0,"Years ago, a tragic incident befell a young princess when both her parents died. Devastated, it seemed nothing would calm this poor soul. However, a prince traveling through the area came to see the princess, hoping to cheer her up. After wiping her sorrowful tears, the prince gave her a ring carrying a rose emblem and told her as long as she holds onto the ring, they are destined to meet again. The event leaves a deep impression on the girl, Utena Tenjou, leading her to become a prince herself. 

Years later, Utena attends Ootori Academy, recognized by the same rose emblem as her precious ring's. There, attracted by the scent of roses, she witnesses Anthy Himemiya tending the flowers, accompanied by the Student Council President Touga Kiryuu and Vice President Kyouichi Saionji, who seem to be arguing over Anthy. While Utena thinks nothing of the occurrence, the Student Council gathers to discuss an important matter. 

Subsequently, a misunderstanding leads to Utena being dragged into the world of Duelists—those with rings similar to her own. The Duelists fight for the ownership of the Rose Bride, Anthy Himemiya, who is said to possess great power. Wanting to prove her capabilities as a prince, and enraged that Anthy is being wronged and objectified, Utena resolves to fight against the Duelists to save her from the cruel fate.

[Written by MAL Rewrite]",tv,original,"Award Winning, Drama, Mahou Shoujo, Psychological, School",J.C.Staff
Eromanga-sensei OVA,2,6.78,6250.0,2078,2019-01-16,2019-01-16,2019.0,"Yamada Elf's Love Song

As a novelist with works getting adapted into anime, Elf Yamada holds an event to celebrate her success and to thank everyone who had supported her. With her mother attending, she becomes more excited. However, just as her mother arrives, she tells Elf to go back home so that she can find a suitable husband. Elf, who harbors feelings for Masamune Izumi, chooses to say no…

Cooked Meals of Pure Love

Winter has come, and it's freezing outside. With her brother Masamune catching a cold, Sagiri Izumi decides to nurse her brother into good health by stepping outside the comfort of her room and doing the housework herself. 

[Written by MAL Rewrite]",ova,light_novel,"Comedy, Ecchi, Otaku Culture, Romance",A-1 Pictures
Persona 4 the Animation: The Factor of Hope,1,7.26,3443.0,5487,2012-06-09,2012-06-09,2012.0,"Recap of the entire 25-episode television anime series with new cuts and also the unaired ""True End Episode"" that was included in the 10th Blu-ray Disc/DVD volume.",movie,game,"Action, Adventure, Mystery, School, Super Power, Supernatural",AIC ASTA
Chance Triangle Session,13,6.47,8182.0,8574,2001-05-21,2001-08-27,2001.0,"This anime is based on a 1999 radio drama about three very different girls: Akari, Yuki and Nozomi; going to see the concert of top pop idol Reika and by going to see this concert their lives are greatly influenced by it. 

Akari was raised in a very religious background, she is bright and cheerful and a big Reika fan. Yuki is an independent girl who ran away from her home in Hakodate. She is working in the concert hall of Reika's performance. Nozomi is the daughter from a wealthy family in Kobe. She's got one of the VIP seats at the concert. 

The three girls are so inspired by Reika's performance, that they all enroll in the Akiba music school and endeavor to become pop idols themselves. 

(Source: AnimeNfo)",tv,radio,"Drama, Idols (Female), Music",Madhouse
Amanchu! Advance,12,7.15,4102.0,4394,2018-04-07,2018-06-23,2018.0,Second season of Amanchu!.,tv,manga,"Iyashikei, School, Shounen, Slice of Life",J.C.Staff
InuYasha Movie 1: Toki wo Koeru Omoi,1,7.57,1885.0,2237,2001-12-22,2001-12-22,2001.0,"During their quest in the feudal era to recover the shards of the miraculous Shikon Jewel, Inuyasha, Kagome Higurashi, and their friends become the target of Menoumaru Hyouga—a demon awakened by one of the Shikon fragments, now in pursuit of Inuyasha's heirloom sword Tessaiga. Following a clash between the fathers of Inuyasha and Menoumaru, the weapon is the only means to restore Menoumaru his rightful family heritage.

However, upon ambushing Inuyasha, Menoumaru discovers that Tessaiga's owner alone can wield it. Determined to achieve his objective regardless, he kidnaps Kagome to force Inuyasha to use his blade and release the sealed powers of the Hyouga clan. With their dependable companions' assistance, Inuyasha and Kagome oppose Menoumaru, unaware that his sinister intentions and alarming potential will endanger not only their world but also its distant future.

[Written by MAL Rewrite]",movie,manga,"Action, Adventure, Fantasy, Historical, Mythology, Romance, Shounen, Time Travel",Sunrise
Mr.AFFECTiON,1,7.14,,12414,2019-12-16,2019-12-16,2019.0,"Official music video for IDOLiSH7's song ""Mr.AFFECTiON"" for the 2019 BĻACK OR WHiTE event.",music,game,"Idols (Male), Music",Orange
Junjou Romantica OVA,2,7.68,1491.0,3264,2012-12-20,2015-12-01,2012.0,OVAs that come with the limited premium edition of volumes 16 and 20 of the manga series.,ova,manga,"Adult Cast, Boys Love, Comedy, Drama",Studio Deen
Yokoyama Mitsuteru Sangokushi,47,7.36,2867.0,8383,1991-10-18,1992-09-25,1991.0,"Around 1800 years ago in China, the ruling power of the Han dynasty became weakened and the flames of war spread throughout the land. 

Liu Bei was a young, poor straw-mat seller from the countryside of Hebai Hsing. After pledging eternal brotherhood with the two heroes, Guan Yu and Zhang Fei, Liu began building his idea of a righteous kingdom that would aid citizens who suffered from persecution. 

(Source: AniDB)",tv,manga,"Action, Adventure, Historical",Azeta Pictures
Lance N' Masques,12,5.51,13163.0,3515,2015-10-02,2015-12-18,2015.0,"Eight words describe the feelings of Youtarou Hanabusa: ""I just want to live a normal life."" Unfortunately for him, as a member of the Knights of the World, his training in this ancient and international order has left him with a condition he calls ""White Knight Syndrome."" This condition causes Youtarou to instinctively act heroically and chivalrously whenever he encounters someone in danger.

To protect his identity in such embarrassing moments, he carries a mask with him at all times. Then one day, he saves the life of Makio Kidouin, the young daughter of an elite and affluent family. Little does he know that this singular act of heroism will change his life forever. Soon, he is simultaneously blessed with a life in the lap of luxury and cursed with one of abnormality, for his new friend Makio lives a life far removed from the everyday.

Between coping with the hijinks of six-year-old Makio, and dealing with a cast of odd friends and scheming enemies, Youtarou must protect his new friend while keeping his identity hidden as the masked hero Knight Lancer.

[Written by MAL Rewrite]",tv,light_novel,Fantasy,Studio Gokumi
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA",1,7.13,4258.0,2845,2014-05-20,2014-05-20,2014.0,Unaired TV episode bundled with the light novel's volume eight.,ova,light_novel,"Comedy, Harem, Romance, School",Diomedéa
Tekken: Blood Vengeance,1,6.59,7485.0,5090,2011-07-26,2011-07-26,2011.0,"High school student Ling Xiaoyu is recruited by Anna Williams of G Corporation to transfer to Kyoto University and gather information on a student named Shin Kamiya. Meanwhile, Jin Kazama, the current head of the Mishima Zaibatsu, sends Alisa Bosconovitch to the university for the same mission. Though they do not know each other's true motives, Xiaoyu and Alisa become close friends. However, their friendship is put to the test when Shin is captured by an unknown assailant.

(Source: ANN)",movie,game,"Action, Fantasy, Martial Arts, Sci-Fi",Digital Frontier
One Piece Movie 05: Norowareta Seiken,1,7.09,4503.0,2488,2004-03-06,2004-03-06,2004.0,"Luffy and crew go to an island searching for a legendary sword, said to be the most expensive in the world. Soon attacking marines and beautiful maidens split the crew. Zoro betrays the crew to help an old friend, Luffy and Usopp wander through a cave, and the rest help a village fight marines. When Zoro defeats Sanji he takes the sacred pearls that are the only defense against the evil sword that will plunge the world into darkness. 

(Source: ANN)",movie,manga,"Action, Adventure, Fantasy, Shounen",Toei Animation
Eikoku Koi Monogatari Emma: Intermission,1,7.0,4952.0,8786,2007-04-10,2007-04-10,2007.0,This special is a recap of the first season of Eikoku Koi Monogatari Emma: Intermission as well as a preview of the second season Eikoku Koi Monogatari Emma: Molders Hen.,tv_special,manga,"Adult Cast, Drama, Historical, Romance, Seinen",Ajia-do
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,13,8.0,752.0,86,2013-04-05,2013-06-28,2013.0,"Hachiman Hikigaya is an apathetic high school student with narcissistic and semi-nihilistic tendencies. He firmly believes that joyful youth is nothing but a farce, and everyone who says otherwise is just lying to themselves. 

In a novel punishment for writing an essay mocking modern social relationships, Hachiman's teacher forces him to join the Volunteer Service Club, a club that aims to extend a helping hand to any student who seeks their support in achieving their goals. With the only other club member being the beautiful ice queen Yukino Yukinoshita, Hachiman finds himself on the front line of other people's problems—a place he never dreamed he would be. As Hachiman and Yukino use their wits to solve many students' problems, will Hachiman's rotten view of society prove to be a hindrance or a tool he can use to his advantage?

[Written by MAL Rewrite]",tv,light_novel,"Comedy, Love Polygon, Romance, School",Brain's Base
Sangokushi (1985),1,6.23,9665.0,13760,1985-03-20,1985-03-20,1985.0,An anime special based on the Romance of the Three Kingdoms novel. Aired on NTV.,tv_special,,Historical,Shin-Ei Animation
Sangokushi II: Amakakeru Otoko-tachi,1,6.22,9711.0,15164,1986-08-22,1986-08-22,1986.0,The sequel to Sangokushi (1985).,tv_special,,"Action, Historical",Shin-Ei Animation
One Piece Recap,1,7.12,4313.0,5143,2010-03-17,2010-03-17,2010.0,A recap OVA summarizing the ten-year TV series up to the Impel Down arc.,ova,manga,"Action, Adventure, Fantasy, Shounen",Toei Animation
Action Heroine Cheer Fruits,12,6.6,7374.0,6034,2017-07-07,2017-09-29,2017.0,"Several years ago, local heroines—superhero characters who represent towns and perform stage shows in order to raise their town's acclaim—had a boom in popularity. The most famous of these local heroines, Kamidaio, is scheduled to perform in the small town of Hinano, much to the excitement of Mikan Kise's little sister Yuzu. Unfortunately, when Mikan takes Yuzu to the show, she finds out that it has been canceled. She promises her distraught sister that she'll make sure she can see the show. Desperate not to let her down, Mikan asks her classmate, the local heroine fanatic An Akagi, for help.

Mikan and Ann put on their own Kamidaio performance clad in homemade costumes, which the kids in the audience love despite its lack of production value. The show is recorded by the student council president Misaki Shirogane, who posts it online to garner attention. Misaki is from a family of politicians and has taken it upon herself to revitalize Hinano. Impressed by their show, she recruits Mikan and An to become the official local heroines of their town. As the group works to improve their shows, they enlist the help of a variety of colorful individuals.

[Written by MAL Rewrite]",tv,original,"School, Slice of Life",Diomedéa
Eikoku Koi Monogatari Emma: Molders-hen,12,7.81,1130.0,3937,2007-04-17,2007-07-03,2007.0,"In the faraway village of Haworth, a new chapter in Emma's life has begun. Now employed by the wealthy Molders family, Emma has resolved to put the past behind her. She'll have to adjust to a new house, a charming (but eccentric) new mistress, and a host of fellow servants, some with buried pasts of their own.

Meanwhile, back in London, William is doing his best to uphold his father's wishes as the Jones family heir, but try as he might, he can't forget Emma. Yet, whenever he feels at his worst, Eleanor is always there to comfort him with a warm, shy smile. Could the answer to his broken heart be right before his eyes?

(Source: RightStuf)",tv,manga,"Adult Cast, Drama, Historical, Romance, Seinen",Ajia-do
Rail Romanesque,12,5.22,13948.0,4509,2020-10-03,2020-12-19,2020.0,"The year is 1989. After the nation of Hinomoto was destabilized during the past World War, the rise of new technologies has enabled its revitalization. Modern engineering has given birth to aircraft, gasoline engines, and geomagnetic technology—revolutionizing transportation. Railroads have been rendered nearly obsolete and replaced by more efficient modes of transit.

However, a group of lively ""Raillords"" aims to renew the railroads' former glory. The Raillords, personified as energetic and spirited girls, act as humanoid control modules for their assigned railways. They meet in Ohitoyo City for the Raillord Summit, headed by Suzushiro, a Raillord from Manoka Railways. Together, the group capitalizes on its teamwork to get the railroads back on track, ushering in a ""new railroad age.""

[Written by MAL Rewrite]",tv,visual_novel,"Anthropomorphic, Slice of Life",Saetta
